Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Production (tonnes)
19.55751,64.45268,21.22,Loamy,lentil,7,24,63,,1817000
26.13708,66.77292,18.59,Loamy,lentil,9,17,56,,1817000
27.9999,65.57653,19.98,Loamy,lentil,14,15,74,,1817000
29.05941,62.10652,14.6,Loamy,lentil,14,20,76,,1817000
25.7127,64.11233,20.07,Loamy,lentil,36,16,65,,1817000
21.79793,63.73086,18.65,Loamy,lentil,28,21,67,,1817000
24.70626,60.26854,21.25,Loamy,lentil,28,16,79,,1817000
20.94982,65.81088,17.7,Loamy,lentil,40,22,61,,1817000
24.84918,68.98088,16.64,Loamy,lentil,10,19,70,,1817000
21.91041,65.21662,14.44,Loamy,lentil,12,19,80,,1817000
25.93382,68.70533,20.41,Loamy,lentil,37,20,77,,1817000
29.82112,69.40732,20.63,Loamy,lentil,0,22,67,,1817000
27.52186,63.13215,18.08,Loamy,lentil,7,25,73,,1817000
27.99628,68.64286,18.44,Loamy,lentil,10,18,56,,1817000
20.76775,63.90164,19.17,Loamy,lentil,39,15,70,,1817000
23.05276,60.42479,21.04,Loamy,lentil,26,22,56,,1817000
21.65846,63.58337,15.23,Loamy,lentil,9,17,77,,1817000
26.2507,67.6278,16.32,Loamy,lentil,4,19,59,,1817000
20.97195,63.8318,21.24,Loamy,lentil,34,15,73,,1817000
23.89736,66.32102,16.3,Loamy,lentil,33,15,77,,1817000
24.55982,91.63536,44.79,Loamy,pomegranate,2,38,24,,157000
19.6569,89.93701,43.22,Loamy,pomegranate,6,37,18,,157000
18.7836,87.40248,41.01,Loamy,pomegranate,8,36,26,,157000
24.14696,94.51107,44.09,Loamy,pomegranate,37,39,18,,157000
22.44581,89.90147,43.76,Loamy,pomegranate,0,38,27,,157000
24.96273,92.40501,43.77,Loamy,pomegranate,31,38,25,,157000
22.55261,89.32595,41.96,Loamy,pomegranate,21,38,21,,157000
22.77036,91.45499,42.79,Loamy,pomegranate,6,40,30,,157000
19.2009,94.2766,43.22,Loamy,pomegranate,25,41,27,,157000
23.12808,92.68328,43.76,Loamy,pomegranate,15,38,11,,157000
24.92639,85.19098,41.91,Loamy,pomegranate,14,36,5,,157000
24.77464,85.63609,42.3,Loamy,pomegranate,16,41,10,,157000
19.86712,86.3559,43.33,Loamy,pomegranate,36,37,7,,157000
24.26601,93.79741,41.82,Loamy,pomegranate,4,41,20,,157000
23.626,89.73267,43.07,Loamy,pomegranate,29,40,22,,157000
19.67832,89.08936,43.42,Loamy,pomegranate,16,42,15,,157000
22.36509,92.30882,41.93,Loamy,pomegranate,18,41,27,,157000
21.57937,94.88268,41.14,Loamy,pomegranate,11,42,18,,157000
18.26233,88.16779,43.23,Loamy,pomegranate,5,38,15,,157000
23.71028,89.61794,42.26,Loamy,pomegranate,18,44,23,,157000
22.4872,89.92249,44.67,Loamy,pomegranate,9,40,8,,157000
21.66025,94.79397,44.97,Loamy,pomegranate,40,45,27,,157000
20.13037,89.31505,42.94,Loamy,pomegranate,22,44,23,,157000
18.41164,91.11927,42.07,Loamy,pomegranate,9,39,16,,157000
19.68291,89.75273,44.51,Loamy,pomegranate,12,40,29,,157000
23.20243,91.19443,43.64,Loamy,pomegranate,0,42,17,,157000
18.92157,87.3129,41.12,Loamy,pomegranate,2,44,21,,157000
22.10621,91.3404,42.75,Loamy,pomegranate,28,40,6,,157000
18.47412,89.6892,43.39,Loamy,pomegranate,8,44,23,,157000
19.81069,88.92944,41.14,Loamy,pomegranate,29,36,16,,157000
24.48808,90.83687,41.28,Loamy,pomegranate,17,43,18,,157000
18.75928,89.93458,44.41,Loamy,pomegranate,34,42,21,,157000
19.54128,90.29752,41.75,Loamy,pomegranate,21,42,23,,157000
18.91251,87.74939,44.51,Loamy,pomegranate,25,40,17,,157000
19.91331,94.95031,41.61,Loamy,pomegranate,8,36,25,,157000
19.72621,89.64934,43.29,Loamy,pomegranate,26,42,18,,157000
23.83186,87.84035,44.49,Loamy,pomegranate,4,42,19,,157000
24.94468,94.25703,41.55,Loamy,pomegranate,36,41,24,,157000
24.69226,93.8703,41.87,Loamy,pomegranate,5,40,24,,157000
24.72486,85.56083,44.51,Loamy,pomegranate,19,39,17,,157000
20.12645,87.5963,43.23,Loamy,pomegranate,39,38,30,,157000
21.02433,93.05695,41.91,Loamy,pomegranate,5,44,29,,157000
22.40424,88.15083,43.95,Loamy,pomegranate,4,43,24,,157000
20.33691,89.38004,44.39,Loamy,pomegranate,38,35,21,,157000
24.2478,85.56033,42.77,Loamy,pomegranate,37,36,11,,157000
24.8153,91.90843,43.71,Loamy,pomegranate,9,41,25,,157000
19.6633,87.95158,42.42,Loamy,pomegranate,29,43,22,,157000
22.43378,90.33966,44.98,Loamy,pomegranate,5,38,21,,157000
22.92052,85.12912,44.1,Loamy,pomegranate,22,38,26,,157000
22.91843,85.40695,42.51,Loamy,pomegranate,4,37,18,,157000
24.88244,89.39686,42.88,Loamy,pomegranate,21,41,6,,157000
23.40982,93.13277,42.09,Loamy,pomegranate,29,45,21,,157000
21.20725,94.26305,43.03,Loamy,pomegranate,23,44,5,,157000
18.2023,91.12282,43.86,Loamy,pomegranate,13,43,7,,157000
22.34376,89.78703,41.33,Loamy,pomegranate,5,37,13,,157000
24.3277,90.88293,44.18,Loamy,pomegranate,27,41,24,,157000
19.75088,88.71691,41.02,Loamy,pomegranate,7,35,23,,157000
19.86174,86.19741,44.41,Loamy,pomegranate,12,39,20,,157000
18.07133,93.14555,42.54,Loamy,pomegranate,4,43,19,,157000
23.89163,89.6185,41.85,Loamy,pomegranate,3,45,9,,157000
23.98599,93.34237,42,Loamy,pomegranate,1,36,27,,157000
20.93893,85.42913,41.21,Loamy,pomegranate,23,44,30,,157000
20.82211,87.22816,43.78,Loamy,pomegranate,24,42,21,,157000
20.86475,91.61794,42.75,Loamy,pomegranate,13,37,30,,157000
24.4584,86.10875,44.55,Loamy,pomegranate,40,44,11,,157000
24.51148,90.64499,42.25,Loamy,pomegranate,21,40,9,,157000
24.56811,92.03009,44.39,Loamy,pomegranate,3,44,27,,157000
24.63229,89.01574,44.28,Loamy,pomegranate,40,42,29,,157000
20.07387,90.9782,41.48,Loamy,pomegranate,14,40,25,,157000
21.80523,94.63613,41.06,Loamy,pomegranate,38,37,14,,157000
22.81226,86.34234,44.18,Loamy,pomegranate,34,36,9,,157000
22.73031,88.48568,41.87,Loamy,pomegranate,32,37,14,,157000
23.28012,94.9433,44.46,Loamy,pomegranate,18,35,21,,157000
19.30106,87.17752,42.19,Loamy,pomegranate,8,38,23,,157000
19.00871,88.83768,43.47,Loamy,pomegranate,15,41,6,,157000
24.35194,90.88612,42.21,Loamy,pomegranate,0,36,5,,157000
24.72236,88.87651,44.88,Loamy,pomegranate,22,44,9,,157000
21.92514,94.46485,44.69,Loamy,pomegranate,14,43,8,,157000
24.83954,86.88738,43.06,Loamy,pomegranate,31,45,11,,157000
18.09691,90.42177,41.95,Loamy,pomegranate,39,45,17,,157000
20.24105,91.08707,43.7,Loamy,pomegranate,10,42,5,,157000
23.22594,94.42971,42.28,Loamy,pomegranate,8,38,28,,157000
23.50128,92.97528,42.65,Loamy,pomegranate,32,42,13,,157000
19.44623,89.02127,42.46,Loamy,pomegranate,18,40,9,,157000
20.51343,92.51676,44.23,Loamy,pomegranate,20,41,27,,157000
18.90223,94.99898,43.04,Loamy,pomegranate,39,36,25,,157000
18.90592,89.24127,44.99,Loamy,pomegranate,20,45,7,,157000
22.63045,88.45577,43.61,Loamy,pomegranate,11,45,10,,157000
19.38604,86.79058,43.97,Loamy,pomegranate,40,43,18,,157000
24.38319,91.19432,41.44,Loamy,pomegranate,3,39,26,,157000
23.77989,92.93387,42.79,Loamy,pomegranate,9,36,16,,157000
22.5989,93.16344,44.04,Loamy,pomegranate,30,38,20,,157000
24.37767,85.40171,42.45,Loamy,pomegranate,40,41,9,,157000
20.89273,91.07777,41.78,Loamy,pomegranate,40,35,30,,157000
18.09903,85.70786,42.8,Loamy,pomegranate,32,35,25,,157000
20.00219,85.83618,44.93,Loamy,pomegranate,33,45,23,,157000
19.85139,89.80732,41.13,Loamy,pomegranate,4,41,14,,157000
21.25434,92.65059,42.51,Loamy,pomegranate,13,45,17,,157000
23.65374,93.32658,43.92,Loamy,pomegranate,39,39,24,,157000
23.88405,86.20614,43.32,Loamy,pomegranate,8,37,28,,157000
29.36792,76.249,37.13,Loamy,banana,91,46,94,,30808000
27.33369,83.67675,40.42,Loamy,banana,105,50,95,,30808000
27.40054,82.96221,41.98,Loamy,banana,108,53,92,,30808000
29.31591,80.11586,36.04,Loamy,banana,86,54,76,,30808000
26.05433,79.39655,45.29,Loamy,banana,80,49,77,,30808000
25.86632,84.42379,45.81,Loamy,banana,93,53,94,,30808000
27.00932,80.18547,38.93,Loamy,banana,90,55,92,,30808000
29.55055,78.06763,39.74,Loamy,banana,108,53,89,,30808000
26.28846,83.39004,45.55,Loamy,banana,108,55,88,,30808000
29.16227,76.16152,40,Loamy,banana,105,52,77,,30808000
28.65004,82.68753,39.5,Loamy,banana,118,52,88,,30808000
29.07311,76.50045,40.07,Loamy,banana,101,54,87,,30808000
28.08166,75.2643,47.31,Loamy,banana,95,50,75,,30808000
27.19946,78.80861,39.89,Loamy,banana,106,53,85,,30808000
28.05484,78.04603,43.36,Loamy,banana,86,49,95,,30808000
25.14748,83.34688,39.47,Loamy,banana,83,55,79,,30808000
25.94019,78.34221,47.94,Loamy,banana,85,47,95,,30808000
27.66753,79.68543,43.47,Loamy,banana,109,45,79,,30808000
25.56703,75.94068,41.11,Loamy,banana,100,45,76,,30808000
28.69562,82.54196,46.46,Loamy,banana,117,48,86,,30808000
26.33545,76.8532,47.47,Loamy,banana,114,53,94,,30808000
25.9373,78.89864,39.29,Loamy,banana,110,50,78,,30808000
25.13687,84.88394,36.59,Loamy,banana,94,48,70,,30808000
27.50528,80.79784,42.03,Loamy,banana,80,47,71,,30808000
26.21009,82.34429,44.83,Loamy,banana,114,51,79,,30808000
29.10403,79.19589,36.83,Loamy,banana,88,45,78,,30808000
29.24406,77.32017,36.27,Loamy,banana,112,48,73,,30808000
25.56202,77.38229,37.24,Loamy,banana,117,47,76,,30808000
26.39855,81.36029,39.27,Loamy,banana,111,48,87,,30808000
28.09578,77.79587,43.82,Loamy,banana,89,47,83,,30808000
27.84768,83.31111,46.92,Loamy,banana,93,47,91,,30808000
27.39342,81.46548,37.72,Loamy,banana,92,52,81,,30808000
25.14518,81.38204,47.69,Loamy,banana,105,45,74,,30808000
28.65456,79.28694,40.99,Loamy,banana,102,48,71,,30808000
29.16093,76.67484,43.83,Loamy,banana,94,51,91,,30808000
27.57278,82.06389,36.54,Loamy,banana,116,47,71,,30808000
25.4091,82.36208,45.19,Loamy,banana,117,49,79,,30808000
25.9907,83.33983,44.83,Loamy,banana,119,55,72,,30808000
26.29039,81.06004,47.47,Loamy,banana,99,53,73,,30808000
29.14827,78.71025,47.01,Loamy,banana,91,52,84,,30808000
26.59744,79.35899,42.96,Loamy,banana,80,47,90,,30808000
25.36059,75.03193,46.62,Loamy,banana,101,48,70,,30808000
29.12037,80.18081,44.96,Loamy,banana,108,53,89,,30808000
27.53911,77.2563,44.13,Loamy,banana,100,52,80,,30808000
29.66727,83.51014,44.1,Loamy,banana,109,53,91,,30808000
25.05802,84.97324,44.18,Loamy,banana,82,46,78,,30808000
25.86825,78.524,46.52,Loamy,banana,106,55,70,,30808000
25.85037,81.9558,47.63,Loamy,banana,90,52,86,,30808000
26.51682,77.79914,43.54,Loamy,banana,83,50,95,,30808000
28.66725,79.59243,47.3,Loamy,banana,119,48,90,,30808000
28.14939,81.54449,36.56,Loamy,banana,107,45,72,,30808000
26.42313,83.6995,38.05,Loamy,banana,116,55,81,,30808000
26.59386,81.4074,43.99,Loamy,banana,101,50,75,,30808000
27.71822,76.57853,40.88,Loamy,banana,93,50,81,,30808000
28.98333,82.95958,43.61,Loamy,banana,95,45,75,,30808000
29.42018,83.96754,46.89,Loamy,banana,107,55,71,,30808000
27.39872,81.10523,44.85,Loamy,banana,83,47,94,,30808000
26.40202,84.41008,44.41,Loamy,banana,102,54,73,,30808000
27.81251,82.69285,39.68,Loamy,banana,86,45,79,,30808000
25.1964,83.5583,46.34,Loamy,banana,117,53,86,,30808000
28.31193,75.77364,47.88,Loamy,banana,111,53,79,,30808000
25.90113,80.47153,44.04,Loamy,banana,95,50,74,,30808000
27.48613,76.1124,43.71,Loamy,banana,91,55,75,,30808000
29.38254,83.50424,43.7,Loamy,banana,93,46,83,,30808000
29.22119,81.08184,43.54,Loamy,banana,92,51,85,,30808000
27.09062,81.33507,44.05,Loamy,banana,104,54,80,,30808000
26.12643,81.81365,41.79,Loamy,banana,103,51,72,,30808000
29.01208,77.95193,36.17,Loamy,banana,92,45,75,,30808000
27.96799,79.28626,47.79,Loamy,banana,93,49,85,,30808000
28.07645,76.05522,47.6,Loamy,banana,120,52,87,,30808000
25.16278,84.97849,36.38,Loamy,banana,108,46,72,,30808000
25.7875,84.51194,45.68,Loamy,banana,105,54,88,,30808000
25.3412,84.47321,36.43,Loamy,banana,98,50,79,,30808000
29.44795,78.34972,38.58,Loamy,banana,111,55,88,,30808000
26.47523,78.51834,45.25,Loamy,banana,97,45,74,,30808000
27.3949,83.31172,37.11,Loamy,banana,95,48,82,,30808000
25.08347,80.26173,37.73,Loamy,banana,89,55,91,,30808000
26.67198,76.48542,36.69,Loamy,banana,89,55,85,,30808000
25.44926,79.49222,40.26,Loamy,banana,118,51,88,,30808000
28.22777,80.64304,39.2,Loamy,banana,101,45,92,,30808000
28.12795,77.48247,41.4,Loamy,banana,99,47,92,,30808000
28.94705,82.1889,38.33,Loamy,banana,82,46,77,,30808000
27.96237,84.15404,39.02,Loamy,banana,90,55,86,,30808000
28.00316,78.90086,37.87,Loamy,banana,95,52,88,,30808000
29.14009,80.11902,36.18,Loamy,banana,104,46,73,,30808000
27.91221,83.36308,36.1,Loamy,banana,102,52,73,,30808000
25.43481,81.53978,38.59,Loamy,banana,100,52,74,,30808000
28.55981,84.51602,44.43,Loamy,banana,94,48,89,,30808000
26.59581,82.99557,40.2,Loamy,banana,99,46,70,,30808000
27.19712,77.39706,39.79,Loamy,banana,112,48,87,,30808000
25.29392,79.29122,42.17,Loamy,banana,117,45,82,,30808000
29.90889,76.98741,36.8,Loamy,banana,96,51,86,,30808000
27.94972,76.63713,43.64,Loamy,banana,113,45,85,,30808000
25.01018,78.76261,43.35,Loamy,banana,105,46,93,,30808000
29.21145,84.7019,43.42,Loamy,banana,85,51,89,,30808000
27.35912,84.54625,36.33,Loamy,banana,108,47,94,,30808000
28.01068,76.52808,41.48,Loamy,banana,92,52,81,,30808000
28.67209,82.20794,37.75,Loamy,banana,110,54,71,,30808000
27.34585,78.48738,36.86,Loamy,banana,82,55,75,,30808000
29.50705,78.20586,39.25,Loamy,banana,117,53,81,,30808000
29.7377,47.54885,36.04,Sandy,mango,2,27,40,,24000000
33.55696,53.7298,39.47,Sandy,mango,39,31,24,,24000000
27.00316,47.67525,38.34,Sandy,mango,21,27,26,,24000000
33.5615,45.53557,38.28,Sandy,mango,25,25,22,,24000000
35.89856,54.25964,36.88,Sandy,mango,0,32,21,,24000000
34.1772,50.62162,39.2,Sandy,mango,20,35,19,,24000000
30.01593,53.19212,39.09,Sandy,mango,19,34,21,,24000000
31.74592,45.16128,37.5,Sandy,mango,18,31,17,,24000000
35.9901,52.2278,38.15,Sandy,mango,11,33,36,,24000000
31.86641,52.19332,39.39,Sandy,mango,30,30,28,,24000000
27.75519,52.34606,37.64,Sandy,mango,18,27,19,,24000000
34.72413,51.42718,38.93,Sandy,mango,23,27,23,,24000000
27.53908,53.6355,39.74,Sandy,mango,37,34,30,,24000000
27.69638,48.56225,35.94,Sandy,mango,11,30,27,,24000000
27.25373,52.6632,36.75,Sandy,mango,12,31,19,,24000000
30.33724,48.88705,37.77,Sandy,mango,3,33,28,,24000000
31.85745,45.53106,36.62,Sandy,mango,37,32,38,,24000000
35.39986,49.45963,38.96,Sandy,mango,26,30,37,,24000000
29.80747,52.13798,38.3,Sandy,mango,14,30,18,,24000000
34.16439,54.16482,39.33,Sandy,mango,40,35,16,,24000000
28.9327,47.94054,39.99,Sandy,mango,4,25,20,,24000000
27.98393,53.33019,39.85,Sandy,mango,36,33,25,,24000000
31.20478,54.49961,37.85,Sandy,mango,30,31,17,,24000000
32.1341,50.52559,39.45,Sandy,mango,28,28,37,,24000000
28.91862,48.13975,38.81,Sandy,mango,38,30,15,,24000000
31.09779,47.41197,36.11,Sandy,mango,12,30,37,,24000000
34.73824,49.08864,36.26,Sandy,mango,38,31,19,,24000000
29.9808,49.48613,36.73,Sandy,mango,8,29,33,,24000000
33.80399,46.12866,36.33,Sandy,mango,15,28,27,,24000000
30.07203,50.96041,36.84,Sandy,mango,34,25,16,,24000000
27.92063,51.77966,40.1,Sandy,mango,11,31,36,,24000000
31.40949,49.21729,37.2,Sandy,mango,33,34,29,,24000000
35.78777,51.9419,40.09,Sandy,mango,12,26,31,,24000000
33.3614,45.02236,39.53,Sandy,mango,12,28,34,,24000000
35.96055,48.69678,39.2,Sandy,mango,5,31,16,,24000000
28.33333,51.39587,36.67,Sandy,mango,1,29,30,,24000000
32.27652,50.19369,38.4,Sandy,mango,16,31,35,,24000000
31.9949,50.84881,38.95,Sandy,mango,35,26,18,,24000000
27.58259,48.56916,38.34,Sandy,mango,4,26,40,,24000000
29.38472,45.88745,40.32,Sandy,mango,9,34,29,,24000000
32.38698,53.23282,36.09,Sandy,mango,2,33,38,,24000000
30.91471,49.92964,36.06,Sandy,mango,26,32,32,,24000000
35.37776,45.5811,38.97,Sandy,mango,34,31,38,,24000000
32.32362,52.58968,37.35,Sandy,mango,5,33,32,,24000000
28.22373,47.40519,39.11,Sandy,mango,31,26,29,,24000000
27.27433,47.16808,38.1,Sandy,mango,34,35,34,,24000000
27.10711,50.70881,36.95,Sandy,mango,36,32,19,,24000000
34.89227,48.75613,36.65,Sandy,mango,7,26,17,,24000000
33.74627,48.50388,36.91,Sandy,mango,38,27,15,,24000000
27.35111,54.43945,38.51,Sandy,mango,5,25,19,,24000000
32.893,52.61324,37.8,Sandy,mango,37,26,36,,24000000
35.38599,51.42664,36.12,Sandy,mango,21,32,31,,24000000
27.55297,47.90859,36.16,Sandy,mango,37,27,36,,24000000
32.82141,47.45554,36.36,Sandy,mango,23,30,23,,24000000
30.17294,51.08459,38.09,Sandy,mango,36,26,26,,24000000
29.26383,54.82258,40.3,Sandy,mango,24,35,33,,24000000
32.06097,51.08494,38.64,Sandy,mango,26,30,18,,24000000
28.69818,47.71876,39.86,Sandy,mango,22,26,17,,24000000
29.14305,49.40983,39.02,Sandy,mango,11,32,34,,24000000
28.34716,53.53903,36.16,Sandy,mango,29,28,35,,24000000
27.67256,45.41692,37.14,Sandy,mango,22,26,28,,24000000
28.12181,46.16889,37.32,Sandy,mango,23,32,24,,24000000
30.79376,46.69537,36.89,Sandy,mango,1,34,35,,24000000
28.89409,54.8075,37.91,Sandy,mango,2,34,24,,24000000
33.33025,45.61144,39.31,Sandy,mango,39,25,37,,24000000
27.78912,53.96887,36.4,Sandy,mango,15,27,36,,24000000
31.65333,48.20663,36.44,Sandy,mango,3,31,18,,24000000
29.75151,46.73723,36.56,Sandy,mango,8,32,38,,24000000
31.32996,50.22288,35.91,Sandy,mango,33,34,31,,24000000
35.63627,48.97048,39.01,Sandy,mango,14,32,29,,24000000
31.66525,51.98595,35.99,Sandy,mango,18,26,20,,24000000
32.26935,53.56093,38.38,Sandy,mango,9,32,21,,24000000
27.81006,51.59445,38.36,Sandy,mango,20,27,30,,24000000
34.58561,50.34035,40.12,Sandy,mango,9,25,38,,24000000
31.27181,52.2381,35.9,Sandy,mango,26,34,24,,24000000
33.9368,52.7217,38.98,Sandy,mango,31,29,36,,24000000
31.09154,47.02058,36.59,Sandy,mango,14,35,18,,24000000
31.89356,49.0245,35.84,Sandy,mango,40,35,16,,24000000
32.45465,50.69694,38.02,Sandy,mango,28,34,27,,24000000
35.47478,47.97231,39.12,Sandy,mango,0,30,17,,24000000
27.32961,49.30347,37.41,Sandy,mango,1,29,29,,24000000
30.90225,49.95955,36.71,Sandy,mango,2,31,36,,24000000
29.09382,45.56611,38.49,Sandy,mango,12,26,27,,24000000
30.02086,46.78394,38.65,Sandy,mango,7,35,28,,24000000
34.13072,51.25786,38.56,Sandy,mango,0,26,36,,24000000
33.4462,53.0598,39.22,Sandy,mango,26,31,35,,24000000
35.39155,52.48823,36.49,Sandy,mango,27,30,21,,24000000
31.53356,53.06009,39.43,Sandy,mango,22,31,38,,24000000
30.76455,47.93791,36.15,Sandy,mango,22,31,18,,24000000
30.01821,50.09832,38.43,Sandy,mango,28,28,23,,24000000
31.32864,47.5932,37.87,Sandy,mango,7,27,31,,24000000
33.88005,54.39416,35.72,Sandy,mango,29,26,34,,24000000
28.07803,54.96405,38.98,Sandy,mango,8,33,37,,24000000
35.53845,52.94642,36.62,Sandy,mango,39,27,16,,24000000
28.70595,50.4403,38.36,Sandy,mango,40,25,24,,24000000
31.48452,48.77926,37.27,Sandy,mango,19,26,38,,24000000
27.69819,51.41593,40.31,Sandy,mango,21,30,21,,24000000
30.41236,52.48101,37.57,Sandy,mango,22,33,18,,24000000
32.17752,54.01353,36.76,Sandy,mango,31,30,20,,24000000
32.61126,47.74916,36.44,Sandy,mango,18,31,26,,24000000
29.99677,81.54157,26.85,Loamy,grapes,24,195,130,,3041000
30.72804,82.42614,27.35,Loamy,grapes,13,204,144,,3041000
32.44578,83.88505,27.5,Loamy,grapes,22,205,123,,3041000
37.46567,80.65969,26.74,Loamy,grapes,36,196,125,,3041000
22.03296,83.74373,26.14,Loamy,grapes,24,196,131,,3041000
39.64852,82.2108,28.16,Loamy,grapes,2,198,123,,3041000
16.77557,82.75242,26.71,Loamy,grapes,35,197,140,,3041000
12.14191,83.56812,27.85,Loamy,grapes,11,195,122,,3041000
12.7568,81.62497,26.71,Loamy,grapes,6,203,123,,3041000
39.04072,80.18393,29.55,Loamy,grapes,17,204,134,,3041000
39.70772,82.68593,29.97,Loamy,grapes,25,197,130,,3041000
9.46796,82.29335,26.41,Loamy,grapes,27,205,145,,3041000
29.58748,80.91934,27.23,Loamy,grapes,9,201,122,,3041000
17.82804,80.96093,26.34,Loamy,grapes,16,203,139,,3041000
8.825675,82.89754,26.89,Loamy,grapes,32,204,141,,3041000
27.83487,83.51445,29.21,Loamy,grapes,22,195,138,,3041000
11.02105,80.55557,27.3,Loamy,grapes,31,202,144,,3041000
17.58629,80.84807,28.56,Loamy,grapes,3,205,136,,3041000
19.89364,82.73366,27.87,Loamy,grapes,28,197,122,,3041000
29.93708,81.77713,26.21,Loamy,grapes,4,204,136,,3041000
36.73127,80.58932,28.9,Loamy,grapes,39,201,145,,3041000
20.42095,81.54185,26.77,Loamy,grapes,38,197,132,,3041000
25.5194,83.98352,27.67,Loamy,grapes,36,198,133,,3041000
30.50735,82.71776,28.03,Loamy,grapes,25,201,121,,3041000
18.42699,80.55626,27.9,Loamy,grapes,15,199,125,,3041000
12.08702,83.59399,27.47,Loamy,grapes,24,205,140,,3041000
23.60115,82.48337,29.3,Loamy,grapes,13,203,132,,3041000
12.8,81.20876,26.84,Loamy,grapes,5,197,126,,3041000
38.06099,82.2473,26.28,Loamy,grapes,30,200,120,,3041000
39.06556,82.03813,27.72,Loamy,grapes,23,197,142,,3041000
33.78373,81.16314,29.81,Loamy,grapes,26,203,135,,3041000
16.76202,82.00336,29.31,Loamy,grapes,7,203,126,,3041000
35.89308,82.66851,26.62,Loamy,grapes,32,198,139,,3041000
21.01245,81.17932,26.55,Loamy,grapes,9,202,141,,3041000
10.89876,80.01639,27.48,Loamy,grapes,20,196,142,,3041000
16.36252,83.00472,28.62,Loamy,grapes,32,201,129,,3041000
20.2837,81.32236,28.43,Loamy,grapes,3,199,134,,3041000
25.11108,83.25448,29.2,Loamy,grapes,38,204,138,,3041000
33.46412,83.86743,27.17,Loamy,grapes,14,198,131,,3041000
11.79765,80.86325,26.03,Loamy,grapes,20,204,122,,3041000
11.36301,80.031,28.47,Loamy,grapes,40,201,126,,3041000
25.23542,80.68701,26.82,Loamy,grapes,36,204,128,,3041000
15.99051,81.23967,29.76,Loamy,grapes,11,197,132,,3041000
22.4359,80.18612,26.16,Loamy,grapes,0,195,137,,3041000
34.76086,81.03545,26.28,Loamy,grapes,19,200,123,,3041000
31.11047,83.34011,28.57,Loamy,grapes,31,197,136,,3041000
28.57829,80.95629,29.34,Loamy,grapes,4,200,134,,3041000
41.18665,81.01783,27.48,Loamy,grapes,39,201,139,,3041000
27.02766,83.17094,28.38,Loamy,grapes,8,196,127,,3041000
21.19339,82.33098,29.85,Loamy,grapes,39,203,138,,3041000
10.38005,83.44518,26.96,Loamy,grapes,32,204,120,,3041000
31.3116,82.56407,26,Loamy,grapes,12,203,142,,3041000
20.46658,80.97598,28.52,Loamy,grapes,8,195,133,,3041000
29.36948,81.53996,26.45,Loamy,grapes,8,199,139,,3041000
10.72302,80.02131,26.12,Loamy,grapes,21,202,134,,3041000
14.97847,80.4998,28.65,Loamy,grapes,40,195,140,,3041000
15.32467,81.67216,28.64,Loamy,grapes,39,202,127,,3041000
18.73932,81.12109,29.42,Loamy,grapes,19,195,120,,3041000
19.36426,83.36094,26.86,Loamy,grapes,21,201,139,,3041000
41.20734,81.61051,26.36,Loamy,grapes,17,195,136,,3041000
33.34214,82.51035,28.27,Loamy,grapes,33,203,139,,3041000
23.81996,80.12212,26.91,Loamy,grapes,22,201,133,,3041000
40.66012,81.24996,29.61,Loamy,grapes,32,196,130,,3041000
11.82768,80.28272,29.64,Loamy,grapes,37,205,135,,3041000
13.28504,83.54194,26.32,Loamy,grapes,15,195,140,,3041000
35.83089,83.3256,29.47,Loamy,grapes,39,196,132,,3041000
26.1816,81.03886,26.42,Loamy,grapes,40,199,121,,3041000
24.57558,80.70696,27.88,Loamy,grapes,40,202,132,,3041000
29.67229,83.71499,26.59,Loamy,grapes,29,203,142,,3041000
39.37103,81.25354,29.63,Loamy,grapes,32,199,121,,3041000
17.66558,82.92903,27.95,Loamy,grapes,6,205,140,,3041000
24.06679,82.66397,27.93,Loamy,grapes,8,196,120,,3041000
15.31413,80.09711,29.93,Loamy,grapes,34,202,133,,3041000
21.77467,80.54943,27.76,Loamy,grapes,35,199,135,,3041000
26.91625,80.76839,27.72,Loamy,grapes,16,199,145,,3041000
41.65603,82.22118,29.68,Loamy,grapes,8,201,136,,3041000
17.98668,81.17712,28.95,Loamy,grapes,25,195,129,,3041000
29.12034,82.79093,27.54,Loamy,grapes,16,201,130,,3041000
34.38922,83.18393,28.41,Loamy,grapes,39,203,129,,3041000
41.36106,82.79783,27.97,Loamy,grapes,38,203,135,,3041000
35.12158,82.26891,27.89,Loamy,grapes,33,205,120,,3041000
19.64918,80.15216,29.48,Loamy,grapes,35,204,125,,3041000
16.27853,82.9427,26.63,Loamy,grapes,1,200,132,,3041000
21.11904,80.63399,27.71,Loamy,grapes,39,203,140,,3041000
19.20777,82.90428,26.73,Loamy,grapes,28,202,145,,3041000
25.96308,82.57814,28.13,Loamy,grapes,6,200,128,,3041000
25.67385,81.62121,29.64,Loamy,grapes,6,199,139,,3041000
41.94866,81.15595,29.23,Loamy,grapes,29,196,122,,3041000
11.18994,80.80843,26.54,Loamy,grapes,37,197,144,,3041000
17.54383,82.94703,29.51,Loamy,grapes,38,197,120,,3041000
13.0581,80.28298,28.3,Loamy,grapes,38,198,141,,3041000
9.724458,83.74766,29.79,Loamy,grapes,14,203,121,,3041000
27.92005,82.93262,27.97,Loamy,grapes,6,204,125,,3041000
